Scenario - 												
												
												
Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
												
PRE006	1	Response	3	46661	56461	2						
PRE006	2	Response	3	57170	10385	1						
PRE006	4	Picture	B1 T1	64380	0	1	5009	392	0	next	other	0
PRE006	5	Picture	RO09.jpg	69389	0	391	38180	392	0	next	other	0
PRE006	6	Sound	RO09.wav	69889	0	2			0		other	0
PRE006	7	Picture	RO09.jpg	107569	0	1	28393	2	0	next	hit	7
PRE006	7	Response	1	135857	28288	1						
PRE006	9	Picture	B1 T2	143360	0	1	5199	2	0	next	other	0
PRE006	10	Picture	RO20.jpg	148559	0	1	37790	2	0	next	other	0
PRE006	11	Sound	RO20.wav	149059	0	2			0		other	0
PRE006	12	Picture	RO20.jpg	186349	0	1	5599	2	0	next	incorrect	12
PRE006	12	Response	1	191921	5572	1						
PRE006	14	Picture	B1 T3	199146	0	1	5199	2	0	next	other	0
PRE006	15	Picture	RS28.jpg	204345	0	1	37790	2	0	next	other	0
PRE006	16	Sound	RS28.wav	204845	0	2			0		other	0
PRE006	17	Picture	RS28.jpg	242135	0	1	18795	2	0	next	hit	17
PRE006	17	Response	2	260816	18681	1						
PRE006	19	Picture	B1 T4	268328	0	1	5199	2	0	next	other	0
PRE006	20	Picture	AT26.jpg	273527	0	1	29393	2	0	next	other	0
PRE006	21	Sound	AT26.wav	274027	0	2			0		other	0
PRE006	22	Picture	AT26.jpg	302920	0	1	8198	2	0	next	hit	22
PRE006	22	Response	1	311000	8080	1						
PRE006	24	Picture	B1 T5	318316	0	1	5198	2	0	next	other	0
PRE006	25	Picture	RS23.jpg	323514	0	1	38191	2	0	next	other	0
PRE006	26	Sound	RS23.wav	324014	0	2			0		other	0
PRE006	27	Picture	RS23.jpg	361705	0	1	12197	2	0	next	hit	27
PRE006	27	Response	2	373788	12083	1						
PRE006	29	Picture	B1 T6	381300	0	1	5198	2	0	next	other	0
PRE006	30	Picture	OF04.jpg	386498	0	1	27393	2	0	next	other	0
PRE006	31	Sound	OF04.wav	386998	0	2			0		other	0
PRE006	32	Picture	OF04.jpg	413891	0	1	4399	2	0	next	hit	32
PRE006	32	Response	1	418105	4214	1						
PRE006	34	Picture	B1 T7	425488	0	1	5199	2	0	next	other	0
PRE006	35	Picture	AT18.jpg	430687	0	1	28593	2	0	next	other	0
PRE006	36	Sound	AT18.wav	431187	0	2			0		other	0
PRE006	37	Picture	AT18.jpg	459280	0	1	24394	2	0	next	hit	37
PRE006	37	Response	1	483465	24185	1						
PRE006	39	Picture	B1 T8	491072	0	1	5198	2	0	next	other	0
PRE006	40	Picture	OF30.jpg	496270	0	1	29593	2	0	next	other	0
PRE006	41	Sound	OF30.wav	496770	0	2			0		other	0
PRE006	42	Picture	OF30.jpg	525863	0	1	13196	2	0	next	hit	42
PRE006	42	Response	1	539043	13180	1						
PRE006	44	Picture	B1 T9	546258	0	1	5198	2	0	next	other	0
PRE006	45	Picture	AT10.jpg	551456	0	1	28593	2	0	next	other	0
PRE006	46	Sound	AT10.wav	551956	0	2			0		other	0
PRE006	47	Picture	AT10.jpg	580049	0	1	8198	2	0	next	incorrect	47
PRE006	47	Response	2	588128	8079	1						
PRE006	49	Picture	B1 T10	595645	0	1	5199	2	0	next	other	0
PRE006	50	Picture	RS05.jpg	600844	0	1	40189	2	0	next	other	0
PRE006	51	Sound	RS05.wav	601344	0	2			0		other	0
PRE006	52	Picture	RS05.jpg	641033	0	1	9798	2	0	next	hit	52
PRE006	52	Response	2	650808	9775	1						
PRE006	54	Picture	B1 T11	658029	0	1	5199	2	0	next	other	0
PRE006	55	Picture	RO08.jpg	663228	0	1	38390	2	0	next	other	0
PRE006	56	Sound	RO08.wav	663728	0	2			0		other	0
PRE006	57	Picture	RO08.jpg	701618	0	1	32592	2	0	next	incorrect	57
PRE006	57	Response	2	734149	32531	1						
PRE006	59	Picture	B1 T12	741608	0	1	5198	3	0	next	other	0
PRE006	60	Picture	AT20.jpg	746806	0	2	28593	3	0	next	other	0
PRE006	61	Sound	AT20.wav	747306	0	2			0		other	0
PRE006	62	Picture	AT20.jpg	775399	0	1	8998	2	0	next	hit	62
PRE006	62	Response	1	784365	8966	1						
PRE006	64	Picture	B1 T13	791795	0	1	5199	2	0	next	other	0
PRE006	65	Picture	OF10.jpg	796994	0	1	28792	2	0	next	other	0
PRE006	66	Sound	OF10.wav	797494	0	2			0		other	0
PRE006	67	Picture	OF10.jpg	825786	0	1	1800	2	0	next	incorrect	67
PRE006	67	Response	2	827441	1655	1						
PRE006	69	Picture	B1 T14	834784	0	1	5199	2	0	next	other	0
PRE006	70	Picture	RO14.jpg	839983	0	1	37990	2	0	next	other	0
PRE006	71	Sound	RO14.wav	840483	0	2			0		other	0
PRE006	72	Picture	RO14.jpg	877973	0	1	36991	2	0	next	incorrect	72
PRE006	72	Response	2	914906	36933	1						
PRE006	74	Picture	B1 T15	922362	0	1	5198	2	0	next	other	0
PRE006	75	Picture	RO02.jpg	927560	0	1	38591	2	0	next	other	0
PRE006	76	Sound	RO02.wav	928060	0	2			0		other	0
PRE006	77	Picture	RO02.jpg	966151	0	1	8597	2	0	next	incorrect	77
PRE006	77	Response	1	974700	8549	1						
PRE006	79	Picture	B1 T16	981947	0	1	5198	2	0	next	other	0
PRE006	80	Picture	RO03.jpg	987145	0	1	36991	2	0	next	other	0
PRE006	81	Sound	RO03.wav	987645	0	2			0		other	0
PRE006	82	Picture	RO03.jpg	1024136	0	1	7198	2	0	next	incorrect	82
PRE006	82	Response	1	1031184	7048	1						
PRE006	84	Picture	B1 T17	1038732	0	1	5199	2	0	next	other	0
PRE006	85	Picture	AT14.jpg	1043931	0	1	27793	2	0	next	other	0
PRE006	86	Sound	AT14.wav	1044431	0	2			0		other	0
PRE006	87	Picture	AT14.jpg	1071724	0	1	3199	2	0	next	hit	87
PRE006	87	Response	2	1074795	3071	1						
PRE006	89	Picture	B1 T18	1082121	0	1	5199	2	0	next	other	0
PRE006	90	Picture	RS30.jpg	1087320	0	1	39989	3	0	next	other	0
PRE006	91	Sound	RS30.wav	1087820	0	2			0		other	0
PRE006	92	Picture	RS30.jpg	1127309	0	2	10398	3	0	next	hit	92
PRE006	92	Response	2	1137560	10251	1						
PRE006	94	Picture	B1 T19	1145105	0	1	5199	2	0	next	other	0
PRE006	95	Picture	AT15.jpg	1150304	0	1	29392	2	0	next	other	0
PRE006	96	Sound	AT15.wav	1150804	0	2			0		other	0
PRE006	97	Picture	AT15.jpg	1179696	0	1	11197	2	0	next	hit	97
PRE006	97	Response	1	1190862	11166	1						
PRE006	99	Picture	B1 T20	1198091	0	1	5199	2	0	next	other	0
PRE006	100	Picture	AT23.jpg	1203290	0	1	28993	2	0	next	other	0
PRE006	101	Sound	AT23.wav	1203790	0	2			0		other	0
PRE006	102	Picture	AT23.jpg	1232283	0	1	12996	2	0	next	hit	102
PRE006	102	Response	1	1245117	12834	1						
PRE006	104	Picture	B1 T21	1252678	0	1	5198	2	0	next	other	0
PRE006	105	Picture	OF08.jpg	1257876	0	1	28993	2	0	next	other	0
PRE006	106	Sound	OF08.wav	1258376	0	2			0		other	0
PRE006	107	Picture	OF08.jpg	1286869	0	1	14596	2	0	next	hit	107
PRE006	107	Response	1	1301286	14417	1						
PRE006	109	Picture	B1 T22	1308663	0	1	5199	2	0	next	other	0
PRE006	110	Picture	RS22.jpg	1313862	0	1	37390	2	0	next	other	0
PRE006	111	Sound	RS22.wav	1314362	0	2			0		other	0
PRE006	112	Picture	RS22.jpg	1351252	0	1	17996	2	0	next	hit	112
PRE006	112	Response	2	1369161	17909	1						
PRE006	114	Picture	B1 T23	1376646	0	1	5199	2	0	next	other	0
PRE006	115	Picture	AT24.jpg	1381845	0	1	27992	3	0	next	other	0
PRE006	116	Sound	AT24.wav	1382345	0	2			0		other	0
PRE006	117	Picture	AT24.jpg	1409837	0	2	9798	3	0	next	hit	117
PRE006	117	Response	2	1419508	9671	1						
PRE006	119	Picture	B1 T24	1426833	0	1	5199	2	0	next	other	0
PRE006	120	Picture	RS09.jpg	1432032	0	1	38590	2	0	next	other	0
PRE006	121	Sound	RS09.wav	1432532	0	2			0		other	0
