Scenario - 												
												
												
Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
												
PRE018	1	Response	3	189101	198501	1						
PRE018	2	Response	3	194256	5109	1						
PRE018	4	Picture	B1 T1	201744	0	1	5198	2	0	next	other	0
PRE018	5	Picture	RO09.jpg	206942	0	1	38190	2	0	next	other	0
PRE018	6	Sound	RO09.wav	207442	0	2			0		other	0
PRE018	7	Picture	RO09.jpg	245132	0	1	27393	2	0	next	hit	7
PRE018	7	Response	1	272488	27356	1						
PRE018	9	Picture	B1 T2	279923	0	1	5199	2	0	next	other	0
PRE018	10	Picture	RO20.jpg	285122	0	1	37790	2	0	next	other	0
PRE018	11	Sound	RO20.wav	285622	0	2			0		other	0
PRE018	12	Picture	RO20.jpg	322912	0	1	16196	2	0	next	hit	12
PRE018	12	Response	2	339013	16101	1						
PRE018	14	Picture	B1 T3	346506	0	1	5198	2	0	next	other	0
PRE018	15	Picture	RS28.jpg	351704	0	1	37990	2	0	next	other	0
PRE018	16	Sound	RS28.wav	352204	0	2			0		other	0
PRE018	17	Picture	RS28.jpg	389694	0	1	25793	3	0	next	hit	17
PRE018	17	Response	2	415341	25647	1						
PRE018	19	Picture	B1 T4	422886	0	1	5198	2	0	next	other	0
PRE018	20	Picture	AT26.jpg	428084	0	1	29392	2	0	next	other	0
PRE018	21	Sound	AT26.wav	428584	0	2			0		other	0
PRE018	22	Picture	AT26.jpg	457476	0	1	4799	2	0	next	hit	22
PRE018	22	Response	1	462116	4640	1						
PRE018	24	Picture	B1 T5	469473	0	1	5199	2	0	next	other	0
PRE018	25	Picture	RS23.jpg	474672	0	1	38190	2	0	next	other	0
PRE018	26	Sound	RS23.wav	475172	0	2			0		other	0
PRE018	27	Picture	RS23.jpg	512862	0	1	27793	2	0	next	hit	27
PRE018	27	Response	2	540477	27615	1						
PRE018	29	Picture	B1 T6	548053	0	1	5198	2	0	next	other	0
PRE018	30	Picture	OF04.jpg	553251	0	1	27393	2	0	next	other	0
PRE018	31	Sound	OF04.wav	553751	0	2			0		other	0
PRE018	32	Picture	OF04.jpg	580644	0	1	4599	2	0	next	hit	32
PRE018	32	Response	1	585120	4476	1						
PRE018	34	Picture	B1 T7	592441	0	1	5199	2	0	next	other	0
PRE018	35	Picture	AT18.jpg	597640	0	1	28592	2	0	next	other	0
PRE018	36	Sound	AT18.wav	598140	0	2			0		other	0
PRE018	37	Picture	AT18.jpg	626232	0	1	14796	2	0	next	hit	37
PRE018	37	Response	1	640979	14747	1						
PRE018	39	Picture	B1 T8	648426	0	1	5199	2	0	next	other	0
PRE018	40	Picture	OF30.jpg	653625	0	1	29792	2	0	next	other	0
PRE018	41	Sound	OF30.wav	654125	0	2			0		other	0
PRE018	42	Picture	OF30.jpg	683417	0	1	5399	2	0	next	hit	42
PRE018	42	Response	1	688624	5207	1						
PRE018	44	Picture	B1 T9	696014	0	1	5198	2	0	next	other	0
PRE018	45	Picture	AT10.jpg	701212	0	1	28593	2	0	next	other	0
PRE018	46	Sound	AT10.wav	701712	0	2			0		other	0
PRE018	47	Picture	AT10.jpg	729805	0	1	3599	2	0	next	hit	47
PRE018	47	Response	1	733259	3454	1						
PRE018	49	Picture	B1 T10	740802	0	1	5199	2	0	next	other	0
PRE018	50	Picture	RS05.jpg	746001	0	1	40189	2	0	next	other	0
PRE018	51	Sound	RS05.wav	746501	0	2			0		other	0
PRE018	52	Picture	RS05.jpg	786190	0	1	12597	2	0	next	hit	52
PRE018	52	Response	2	798611	12421	1						
