Scenario - 												
												
												
Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
												
TRAIN007	1	Response	3	4528986	4538786	1						
TRAIN007	2	Response	3	4536501	7334	1						
TRAIN007	4	Picture	B1 T1	4546762	0	1	15006	392	0	next	other	0
TRAIN007	5	Picture	TS09.jpg	4561768	0	391	40579	392	0	next	other	0
TRAIN007	6	Sound	TS09.wav	4562268	0	2			0		other	0
TRAIN007	7	Picture	TS09.jpg	4602347	0	1	33391	2	0	next	hit	7
TRAIN007	7	Response	1	4635585	33238	1						
TRAIN007	9	Video	Richtig	4639946	0	392			0		other	0
TRAIN007	11	Picture	B1 T2	4665730	0	1	15195	2	0	next	other	0
TRAIN007	12	Picture	TS25.jpg	4680925	0	1	38790	2	0	next	other	0
TRAIN007	13	Sound	TS25.wav	4681425	0	2			0		other	0
TRAIN007	14	Picture	TS25.jpg	4719715	0	1	4399	2	0	next	incorrect	13
TRAIN007	14	Response	1	4724059	4344	1						
TRAIN007	16	Video	Falsch	4731312	0	1			0		other	0
TRAIN007	18	Picture	B1 T3	4756705	0	1	15196	2	0	next	other	0
TRAIN007	19	Picture	TO06.jpg	4771901	0	1	38789	2	0	next	other	0
TRAIN007	20	Sound	TO06.wav	4772401	0	2			0		other	0
TRAIN007	21	Picture	TO06.jpg	4810690	0	1	5999	2	0	next	hit	19
TRAIN007	21	Response	2	4816535	5845	1						
TRAIN007	23	Video	Richtig	4823487	0	1			0		other	0
TRAIN007	25	Picture	B1 T4	4849680	0	1	15195	2	0	next	other	0
TRAIN007	26	Picture	TS08.jpg	4864875	0	1	38590	2	0	next	other	0
TRAIN007	27	Sound	TS08.wav	4865375	0	2			0		other	0
TRAIN007	28	Picture	TS08.jpg	4903465	0	1	2599	2	0	next	hit	25
TRAIN007	28	Response	1	4905885	2420	1						
TRAIN007	30	Video	Richtig	4909663	0	1			0		other	0
TRAIN007	32	Picture	B1 T5	4938455	0	1	15196	2	0	next	other	0
TRAIN007	33	Picture	TO25.jpg	4953651	0	1	38790	2	0	next	other	0
TRAIN007	34	Sound	TO25.wav	4954151	0	2			0		other	0
TRAIN007	35	Picture	TO25.jpg	4992441	0	1	27592	2	0	next	hit	31
TRAIN007	35	Response	2	5019887	27446	1						
TRAIN007	37	Video	Richtig	5023632	0	2			0		other	0
TRAIN007	39	Picture	B1 T6	5052424	0	2	15196	3	0	next	other	0
TRAIN007	40	Picture	TS23.jpg	5067620	0	1	38990	2	0	next	other	0
