Scenario - 												
												
												
Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
												
TRAIN020	1	Response	3	1448342	1458142	1						
TRAIN020	2	Response	3	1456474	8076	1						
TRAIN020	4	Picture	B1 T1	1466793	0	1	15005	392	0	next	other	0
TRAIN020	5	Picture	TS09.jpg	1481798	0	391	40579	392	0	next	other	0
TRAIN020	6	Sound	TS09.wav	1482298	0	2			0		other	0
TRAIN020	7	Picture	TS09.jpg	1522377	0	1	14396	2	0	next	hit	7
TRAIN020	7	Response	1	1536579	14202	1						
TRAIN020	9	Video	Richtig	1540956	0	417			0		other	0
TRAIN020	11	Picture	B1 T2	1566565	0	1	15196	2	0	next	other	0
TRAIN020	12	Picture	TS25.jpg	1581761	0	1	38789	2	0	next	other	0
TRAIN020	13	Sound	TS25.wav	1582261	0	2			0		other	0
TRAIN020	14	Picture	TS25.jpg	1620550	0	1	9198	2	0	next	hit	13
TRAIN020	14	Response	2	1629611	9061	1						
TRAIN020	16	Video	Richtig	1633347	0	1			0		other	0
TRAIN020	18	Picture	B1 T3	1659340	0	1	15195	2	0	next	other	0
TRAIN020	19	Picture	TO06.jpg	1674535	0	1	38790	2	0	next	other	0
TRAIN020	20	Sound	TO06.wav	1675035	0	2			0		other	0
TRAIN020	21	Picture	TO06.jpg	1713325	0	1	15196	2	0	next	incorrect	19
TRAIN020	21	Response	1	1728393	15068	1						
TRAIN020	23	Video	Falsch	1733319	0	1			0		other	0
TRAIN020	25	Picture	B1 T4	1759712	0	1	15196	2	0	next	other	0
TRAIN020	26	Picture	TS08.jpg	1774908	0	1	38589	2	0	next	other	0
TRAIN020	27	Sound	TS08.wav	1775408	0	2			0		other	0
TRAIN020	28	Picture	TS08.jpg	1813497	0	1	43788	2	0	next	incorrect	25
TRAIN020	28	Response	2	1857242	43745	1						
TRAIN020	30	Video	Falsch	1860884	0	1			0		other	0
TRAIN020	32	Picture	B1 T5	1886677	0	1	15196	2	0	next	other	0
TRAIN020	33	Picture	TO25.jpg	1901873	0	1	38789	2	0	next	other	0
TRAIN020	34	Sound	TO25.wav	1902373	0	2			0		other	0
TRAIN020	35	Picture	TO25.jpg	1940662	0	1	42588	2	0	next	incorrect	31
TRAIN020	35	Response	1	1983060	42398	1						
TRAIN020	37	Video	Falsch	1987049	0	1			0		other	0
TRAIN020	39	Picture	B1 T6	2012842	0	1	15196	2	0	next	other	0
TRAIN020	40	Picture	TS23.jpg	2028038	0	1	39189	2	0	next	other	0
TRAIN020	41	Sound	TS23.wav	2028538	0	2			0		other	0
TRAIN020	42	Picture	TS23.jpg	2067227	0	1	13597	2	0	next	hit	37
TRAIN020	42	Response	2	2080717	13490	1						
TRAIN020	44	Video	Richtig	2084622	0	2			0		other	0
TRAIN020	46	Picture	B1 T7	2110215	0	1	15196	2	0	next	other	0
TRAIN020	47	Picture	TS29.jpg	2125411	0	1	38590	2	0	next	other	0
TRAIN020	48	Sound	TS29.wav	2125911	0	2			0		other	0
TRAIN020	49	Picture	TS29.jpg	2164001	0	1	10597	2	0	next	hit	43
TRAIN020	49	Response	2	2174435	10434	1						
TRAIN020	51	Video	Richtig	2178397	0	1			0		other	0
TRAIN020	53	Picture	B1 T8	2203990	0	1	15195	2	0	next	other	0
TRAIN020	54	Picture	TS19.jpg	2219185	0	1	39190	2	0	next	other	0
TRAIN020	55	Sound	TS19.wav	2219685	0	2			0		other	0
TRAIN020	56	Picture	TS19.jpg	2258375	0	1	22593	2	0	next	hit	49
TRAIN020	56	Response	2	2280822	22447	1						
TRAIN020	58	Video	Richtig	2284767	0	1			0		other	0
TRAIN020	60	Picture	B1 T9	2310360	0	1	15196	2	0	next	other	0
TRAIN020	61	Picture	TO05.jpg	2325556	0	1	38390	2	0	next	other	0
TRAIN020	62	Sound	TO05.wav	2326056	0	2			0		other	0
TRAIN020	63	Picture	TO05.jpg	2363946	0	1	17995	2	0	next	hit	55
TRAIN020	63	Response	1	2381750	17804	1						
TRAIN020	65	Video	Richtig	2385939	0	2			0		other	0
TRAIN020	67	Picture	B1 T10	2411532	0	1	15196	2	0	next	other	0
TRAIN020	68	Picture	TS28.jpg	2426728	0	1	38590	2	0	next	other	0
TRAIN020	69	Sound	TS28.wav	2427228	0	2			0		other	0
TRAIN020	70	Picture	TS28.jpg	2465318	0	1	100172	2	0	next	miss	0
TRAIN020	73	Picture	B1 T11	2582285	0	1	15196	2	0	next	other	0
TRAIN020	74	Picture	TO04.jpg	2597481	0	1	38790	2	0	next	other	0
TRAIN020	75	Sound	TO04.wav	2597981	0	2			0		other	0
TRAIN020	76	Picture	TO04.jpg	2636271	0	1	32990	2	0	next	incorrect	65
TRAIN020	76	Response	1	2669180	32909	1						
TRAIN020	78	Video	Falsch	2674060	0	1			0		other	0
TRAIN020	80	Picture	B1 T12	2700853	0	1	15196	2	0	next	other	0
TRAIN020	81	Picture	TO23.jpg	2716049	0	1	38789	2	0	next	other	0
TRAIN020	82	Sound	TO23.wav	2716549	0	2			0		other	0
TRAIN020	83	Picture	TO23.jpg	2754838	0	1	6398	2	0	next	incorrect	71
TRAIN020	83	Response	2	2761125	6287	1						
TRAIN020	85	Video	Falsch	2765035	0	1			0		other	0
TRAIN020	87	Picture	B1 T13	2791028	0	1	15196	2	0	next	other	0
TRAIN020	88	Picture	TO10.jpg	2806224	0	1	40988	2	0	next	other	0
TRAIN020	89	Sound	TO10.wav	2806724	0	2			0		other	0
TRAIN020	90	Picture	TO10.jpg	2847212	0	1	6998	3	0	next	hit	77
TRAIN020	90	Response	2	2854102	6890	1						
TRAIN020	92	Video	Richtig	2858409	0	2			0		other	0
TRAIN020	94	Picture	B1 T14	2884402	0	1	15196	2	0	next	other	0
TRAIN020	95	Picture	TS22.jpg	2899598	0	1	38989	2	0	next	other	0
TRAIN020	96	Sound	TS22.wav	2900098	0	2			0		other	0
TRAIN020	97	Picture	TS22.jpg	2938587	0	1	38590	2	0	next	hit	83
TRAIN020	97	Response	1	2977123	38536	1						
TRAIN020	99	Video	Richtig	2980776	0	1			0		other	0
TRAIN020	101	Picture	B1 T15	3006369	0	1	15195	2	0	next	other	0
TRAIN020	102	Picture	TS11.jpg	3021564	0	1	38390	2	0	next	other	0
TRAIN020	103	Sound	TS11.wav	3022064	0	2			0		other	0
