Scenario - 												
												
												
Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
												
Train001	1	Response	3	1760690	1770035	1						
Train001	2	Response	3	1764207	2881	1						
Train001	4	Picture	B1 T1	1776122	0	1	15006	392	0	next	other	0
Train001	5	Picture	TS09.jpg	1791128	0	391	40779	392	0	next	other	0
Train001	6	Sound	TS09.wav	1791628	0	2			0		other	0
Train001	7	Picture	TS09.jpg	1831907	0	1	1599	3	0	next	hit	7
Train001	7	Response	1	1833343	1436	1						
Train001	9	Video	Richtig	1844554	0	551			0		other	0
Train001	11	Picture	B1 T2	1871296	0	1	15196	2	0	next	other	0
Train001	12	Picture	TS25.jpg	1886492	0	1	38790	2	0	next	other	0
Train001	13	Sound	TS25.wav	1886992	0	2			0		other	0
Train001	14	Picture	TS25.jpg	1925282	0	1	9597	2	0	next	hit	13
Train001	14	Response	2	1934820	9538	1						
Train001	16	Video	Richtig	1939878	0	1			0		other	0
Train001	18	Picture	B1 T3	1966071	0	1	15196	2	0	next	other	0
Train001	19	Picture	TO06.jpg	1981267	0	1	38790	2	0	next	other	0
Train001	20	Sound	TO06.wav	1981767	0	2			0		other	0
Train001	21	Picture	TO06.jpg	2020057	0	1	26193	2	0	next	incorrect	19
Train001	21	Response	1	2046103	26046	1						
Train001	23	Video	Falsch	2050848	0	2			0		other	0
Train001	25	Picture	B1 T4	2077441	0	1	15196	2	0	next	other	0
Train001	26	Picture	TS08.jpg	2092637	0	1	38590	2	0	next	other	0
Train001	27	Sound	TS08.wav	2093137	0	2			0		other	0
Train001	28	Picture	TS08.jpg	2131227	0	1	10597	2	0	next	hit	25
Train001	28	Response	1	2141719	10492	1						
Train001	30	Video	Richtig	2146623	0	1			0		other	0
Train001	32	Picture	B1 T5	2173216	0	1	15196	2	0	next	other	0
Train001	33	Picture	TO25.jpg	2188412	0	1	38789	2	0	next	other	0
Train001	34	Sound	TO25.wav	2188912	0	2			0		other	0
Train001	35	Picture	TO25.jpg	2227201	0	1	4199	2	0	next	incorrect	31
Train001	35	Response	1	2231201	4000	1						
Train001	37	Video	Falsch	2235999	0	1			0		other	0
Train001	39	Picture	B1 T6	2261792	0	1	15196	2	0	next	other	0
Train001	40	Picture	TS23.jpg	2276988	0	1	38990	2	0	next	other	0
Train001	41	Sound	TS23.wav	2277488	0	2			0		other	0
Train001	42	Picture	TS23.jpg	2315978	0	1	12996	2	0	next	hit	37
Train001	42	Response	2	2328886	12908	1						
Train001	44	Video	Richtig	2332973	0	1			0		other	0
Train001	46	Picture	B1 T7	2358766	0	1	15196	2	0	next	other	0
Train001	47	Picture	TS29.jpg	2373962	0	1	38590	2	0	next	other	0
Train001	48	Sound	TS29.wav	2374462	0	2			0		other	0
Train001	49	Picture	TS29.jpg	2412552	0	1	8797	2	0	next	incorrect	43
Train001	49	Response	1	2421243	8691	1						
Train001	51	Video	Falsch	2425348	0	2			0		other	0
Train001	53	Picture	B1 T8	2450941	0	1	15196	2	0	next	other	0
Train001	54	Picture	TS19.jpg	2466137	0	1	39190	2	0	next	other	0
Train001	55	Sound	TS19.wav	2466637	0	2			0		other	0
Train001	56	Picture	TS19.jpg	2505327	0	1	1799	2	0	next	hit	49
Train001	56	Response	2	2507098	1771	1						
Train001	58	Video	Richtig	2510925	0	2			0		other	0
Train001	60	Picture	B1 T9	2536719	0	1	15195	2	0	next	other	0
Train001	61	Picture	TO05.jpg	2551914	0	1	38390	2	0	next	other	0
Train001	62	Sound	TO05.wav	2552414	0	2			0		other	0
Train001	63	Picture	TO05.jpg	2590304	0	1	6199	2	0	next	incorrect	55
Train001	63	Response	2	2596403	6099	1						
Train001	65	Video	Falsch	2600701	0	2			0		other	0
Train001	67	Picture	B1 T10	2627494	0	1	15196	2	0	next	other	0
Train001	68	Picture	TS28.jpg	2642690	0	1	38590	2	0	next	other	0
Train001	69	Sound	TS28.wav	2643190	0	2			0		other	0
Train001	70	Picture	TS28.jpg	2681280	0	1	27592	3	0	next	hit	61
